LAST NAME,FIRST NAME,DOB,POB,SSN,SEX,STREET NUMBER,STREET NAME,VOTER REG DATE,PARTY 
PEARSON,Paula,1935/3/22,Alderwood,149-80-8060,FEMALE,846,FOURTH,1972/3/7,DEMOCRAT
DENNIS,GRACE,1933/11/8,Alderwood,619-75-0517,FEMALE,469,BARREL,1972/3/8,DEMOCRAT
OPITZ,Richard,1950/4/13,ARIZONA,991-08-3190,MALE,200,SPHYNX,1972/3/8,DEMOCRAT
SCHELLY,Grace,1953/1/7,Montana,229-64-3435,FEMALE,88,SIBERIAN,1972/3/8,REPUBLICAN
ANDERSON,AARON,1950/4/14,Alderwood,161-46-5656,MALE,3444,THIRTEENTH,1972/3/9,REPUBLICAN
BISPING,Shary,1948/11/30,Utah,381-18-7578,FEMALE,217,PIXIE,1972/3/9,DEMOCRAT
REIDEL,Henri,1954/3/14,Utah,173-22-1758,MALE,430,PHEASANT,1972/3/9,REPUBLICAN
APTS,ISABELLA,1951/8/28,Alderwood,497-19-3927,FEMALE,574,EIGHTEENTH,1972/3/10,REPUBLICAN
FLEMING,Ida,1951/8/28,Oregon,234-87-2782,FEMALE,510,ELDERBERRY,1972/3/10,REPUBLICAN
LAVENDER,Tomas,1953/3/15,California,852-98-7983,MALE,238,SCHNAUZER,1972/3/10,DEMOCRAT
CAPETILLO-ISENBERG,Virginie,1951/8/29,Oregon,051-29-7528,FEMALE,1807,BOBTAIL,1972/3/11,DEMOCRAT
GULLEY,Joaquin,1953/1/10,Alderwood,834-97-6408,FEMALE,356,OAK,1972/3/11,REPUBLICAN
NOVEMBER,ISAIAH,1953/3/16,California,971-38-9363,MALE,101,SECOND,1972/3/11,REPUBLICAN
DURHAM,Walter,1953/1/11,Alderwood,260-44-7021,MALE,1492,ROSEHIP,1972/3/12,REPUBLICAN
HAYES,LAUREN,1935/3/27,Oregon,604-03-3056,MALE,95,SERENGETI,1972/3/12,REPUBLICAN
SIMONEN,Kate,1951/8/30,Alderwood,775-58-1484,FEMALE,749,SIXTH,1972/3/12,REPUBLICAN
BERNHARD,Arlene,1951/8/31,Oregon,176-25-0353,FEMALE,3817,STRAWBERRY,1972/3/13,REPUBLICAN
DOWN,Larry,1953/3/18,Alderwood,313-93-3220,MALE,847,KEESHOND,1972/3/13,REPUBLICAN
PRICHARD,LUKE,1953/1/12,Alderwood,160-43-0144,MALE,870,CORALBERRY,1972/3/13,REPUBLICAN
DIAZ,Mindy,1951/9/1,Alderwood,957-01-2559,FEMALE,2905,CRANBERRY,1972/3/14,REPUBLICAN
MEADER,ALYSSA,1954/3/19,Alderwood,983-43-7851,FEMALE,1645,TWINBERRY,1972/3/14,REPUBLICAN
PETERSON,Bret,1953/1/13,MEXICO,249-21-2454,MALE,135,THIRTEENTH,1972/3/14,REPUBLICAN
BENEDICK,Cindy,1953/3/20,Alderwood,821-32-7012,FEMALE,2079,SALMON,1972/3/15,REPUBLICAN
PERKINS,CONNER,1950/4/20,Oregon,761-28-9471,MALE,3463,AIREDALE,1972/3/15,REPUBLICAN
SIMEONOVA,Nicholas,1950/4/20,Alderwood,615-79-6381,MALE,2485,PERSIAN,1972/3/15,INDEPENDENT
BAILEY,Odette,1951/9/3,Utah,454-73-4342,FEMALE,188,POODLE,1972/3/16,DEMOCRAT
CLARKE,Dennis,1950/4/21,ARIZONA,878-41-9112,MALE,55,PALMETTO,1972/3/16,REPUBLICAN
HEABERLIN,OLIVIA,1948/12/7,Alderwood,189-87-3068,FEMALE,1341,BEAGLE,1972/3/16,INDEPENDENT
CARROLL,LUIS,1950/4/22,MEXICO,225-03-6072,MALE,458,SELKIRK,1972/3/17,DEMOCRAT
SMITH,Peter,1953/1/16,Alderwood,701-61-8792,MALE,1148,BUTTONWOOD,1972/3/17,DEMOCRAT
WRIGHT,Emily,1935/4/1,INDIANA,541-53-7276,FEMALE,579,SPHYNX,1972/3/17,REPUBLICAN
GORITY,ABIGAIL,1950/4/23,Alderwood,895-21-1442,FEMALE,1722,BRITTANY,1972/3/18,DEMOCRAT
HUI,Franklin,1950/4/23,Alderwood,789-02-7804,MALE,2170,PETERBALD,1972/3/18,REPUBLICAN
PARKER,Rose,1953/1/17,Alderwood,918-07-4879,FEMALE,61,ROSEHIP,1972/3/18,DEMOCRAT
BOLING,Gert,1950/4/24,Alderwood,687-97-0483,FEMALE,448,SAFFLOWER,1972/3/19,INDEPENDENT
CURTIS,ISAAC,1953/1/18,Alderwood,928-17-3599,MALE,760,TERRIER,1972/3/19,DEMOCRAT
SCHIENBEIN,Sam,1953/3/24,Utah,044-31-9918,MALE,1070,BLUEBERRY,1972/3/19,DEMOCRAT
BOYD,Teresa,1951/9/7,Alderwood,927-65-4141,FEMALE,1596,PINSCHER,1972/3/20,DEMOCRAT
LUCZYNSKI,CHLOE,1953/3/25,Alderwood,877-27-1492,FEMALE,359,TENTH,1972/3/20,DEMOCRAT
RAHMIG,Harvey,1953/1/19,Utah,787-16-2835,MALE,390,BOXWOOD,1972/3/20,DEMOCRAT
ELZIE,FRANK,1951/9/8,Alderwood,388-46-2870,MALE,2184,MASTIFF,1972/3/21,DEMOCRAT
STROPE,Victor,1948/12/12,Wyoming,281-44-6852,MALE,1180,PERSIAN,1972/3/21,REPUBLICAN
WALSH,Irene,1953/1/20,PENNSYLVANIA,832-28-0617,FEMALE,352,GREYHOUND,1972/3/21,DEMOCRAT
BONEBRAKE,Wanda,1948/12/13,Alderwood,004-96-7462,FEMALE,1659,BALINESE,1972/3/22,REPUBLICAN
MARTIN,SOPHIA,1953/1/21,FLORIDA,111-61-8962,FEMALE,605,WASHINGTON,1972/3/22,REPUBLICAN
ROBINSON,Jose,1948/12/13,Alderwood,485-41-0875,MALE,2513,FOURTH,1972/3/22,DEMOCRAT
RAMIREZ,Katrina,1954/3/28,HAWAII,831-74-6773,FEMALE,257,CHOWCHOW,1972/3/23,DEMOCRAT
SHANKLE,THOMAS,1948/12/14,Alderwood,262-70-6951,MALE,3262,RASPBERRY,1972/3/23,REPUBLICAN
SMITH,GEORGE,1951/9/10,NEW YORK,457-74-9881,MALE,86,SOMALI,1972/3/23,REPUBLICAN
ALLEN,MORGAN,1953/3/29,Alderwood,002-33-9216,FEMALE,334,STURGEON,1972/3/24,REPUBLICAN
DRESEL,Lee,1933/11/24,Alderwood,791-76-4413,MALE,2576,CRANBERRY,1972/3/24,DEMOCRAT
FERRYMAN,MARY,1951/9/11,Utah,224-15-0110,FEMALE,151,HIMALAYA,1972/3/24,REPUBLICAN
CATALAN,JAMES,1950/4/30,Alderwood,869-85-9593,MALE,518,PHEASANT,1972/3/25,REPUBLICAN
HAUER,Maria,1950/4/30,ARIZONA,734-03-3643,FEMALE,406,BARREL,1972/3/25,REPUBLICAN
MENTZ,CHARLES,1951/9/12,ALABAMA,885-93-7333,MALE,43,SECOND,1972/3/25,REPUBLICAN
HUGHES,PATRICIA,1933/11/26,Alderwood,560-67-4137,FEMALE,198,KOMONDOR,1972/3/26,REPUBLICAN
PEARSON,JULIA,1950/5/1,ARIZONA,914-19-2737,FEMALE,128,SAVANNAH,1972/3/26,REPUBLICAN
SCHULTZ,Nate,1951/9/13,Montana,989-60-7681,MALE,172,MARIGOLD,1972/3/26,REPUBLICAN
MCKINSTRY,JOHN,1948/12/18,Alderwood,398-18-9982,MALE,651,SCOTTISH,1972/3/27,REPUBLICAN
PARDINI,Ophelia,1953/4/1,Alderwood,194-20-7253,FEMALE,1095,SCOTTISH,1972/3/27,REPUBLICAN
SCHULTZ,HARRY,1951/9/14,Alderwood,990-51-4553,MALE,99,PINSCHER,1972/3/27,REPUBLICAN
DAVIES,KAITLYN,1953/1/27,Alderwood,702-75-8640,FEMALE,2415,SAGE,1972/3/28,REPUBLICAN
LOPRESTI,LINDA,1933/11/28,Alderwood,755-60-3260,FEMALE,2072,CLOUDBERRY,1972/3/28,INDEPENDENT
O'BRIEN,Philippe,1935/4/12,Alderwood,284-91-1438,MALE,1693,CHOLLA,1972/3/28,REPUBLICAN
PIEPEL,Rita,1953/1/28,Alderwood,692-74-9282,FEMALE,3157,QUAIL,1972/3/29,REPUBLICAN
STEVENSON,HAROLD,1953/1/28,Alderwood,092-51-9519,MALE,64,CHIHUAHUA,1972/3/29,INDEPENDENT
WALKER,ROBERT,1950/5/4,Utah,726-89-8695,MALE,200,FOXGLOVE,1972/3/29,DEMOCRAT
CRNKOVICH,HAILEY,1953/4/4,Montana,891-21-3583,FEMALE,104,SALMON,1972/3/30,DEMOCRAT
HARTLEY,BARBARA,1954/4/4,Alderwood,453-44-0041,FEMALE,49,BOBTAIL,1972/3/30,DEMOCRAT
TALBOTT,Stan,1954/4/4,NEW HAMPSHIRE,951-06-2679,MALE,217,FIFTEENTH,1972/3/30,REPUBLICAN
DOYLE,EDWARD,1951/9/18,Oregon,196-88-6219,MALE,2005,PERSIMMON,1972/3/31,DEMOCRAT
PULSIPHER,MICHAEL,1953/4/5,Montana,041-76-8084,MALE,165,JUNIPER,1972/3/31,DEMOCRAT
WACKER,Tammy,1950/5/6,Alderwood,672-32-5759,FEMALE,3220,SIXTEENTH,1972/3/31,REPUBLICAN
GRAYBEAL,KATHERINE,1948/12/23,Oregon,917-07-6923,FEMALE,1,RASPBERRY,1972/4/1,DEMOCRAT
MATTLIN,Vince,1948/12/23,Alderwood,562-16-2435,MALE,1205,BOMBAY,1972/4/1,INDEPENDENT
WILLETT,ELIZABETH,1950/5/7,Montana,787-97-9338,FEMALE,82,AKITA,1972/4/1,DEMOCRAT
CARLON,WILLIAM,1953/2/1,ARIZONA,810-20-1035,MALE,245,RAGDOLL,1972/4/2,DEMOCRAT
METCALF,HENRY,1948/12/24,Mexico,150-71-8068,MALE,455,LUPIN,1972/4/2,DEMOCRAT
ROMINE,Wilma,1950/5/8,Utah,893-31-8625,FEMALE,248,BLACKBERRY,1972/4/2,DEMOCRAT
HULTMAN,Alberto,1950/5/9,Alderwood,892-74-6463,MALE,1815,BIRCH,1972/4/3,DEMOCRAT
KENNEDY,NICOLE,1948/12/25,Alderwood,104-57-2173,FEMALE,1001,BARREL,1972/4/3,DEMOCRAT
KLYMYSHYN,JENNIFER,1953/4/8,ARIZONA,369-07-9098,FEMALE,365,COON,1972/4/3,REPUBLICAN
BAILEY,DAVID,1951/9/22,ARIZONA,874-12-3528,MALE,123,CORNFLOWER,1972/4/4,REPUBLICAN
LOVE,Beryl,1953/2/3,ARIZONA,829-96-1123,FEMALE,140,WOLFHOUND,1972/4/4,DEMOCRAT
MATSUMOTO,WALTER,1951/9/22,Alderwood,933-75-6432,MALE,748,PALMETTO,1972/4/4,REPUBLICAN
PAPPAS,MARIA,1933/12/6,MEXICO,482-33-5681,FEMALE,820,LABRADOR,1972/4/5,REPUBLICAN
SAFFELL,Chris,1953/4/10,Alderwood,284-55-9707,FEMALE,1447,BRITTANY,1972/4/5,DEMOCRAT
URIE,ALEXANDRA,1950/5/11,Alderwood,132-46-9526,FEMALE,1163,MAPLE,1972/4/5,REPUBLICAN
LARUE,BERNIE,1933/12/7,Alderwood,954-49-3171,MALE,3479,HONEYSUCKLE,1972/4/6,REPUBLICAN
SANDUSKY,Debby,1951/9/24,Alderwood,416-66-2780,FEMALE,763,PERSIAN,1972/4/6,DEMOCRAT
SPEER,RICHARD,1954/4/11,Alderwood,016-68-5371,MALE,1218,PAWPAW,1972/4/6,REPUBLICAN
SANDNESS,SUSAN,1951/9/25,ARIZONA,673-12-5945,FEMALE,295,BLACKBERRY,1972/4/7,REPUBLICAN
SHIMSKEY,SAVANNAH,1948/12/29,Montana,025-59-3034,FEMALE,223,ASIAN,1972/4/7,REPUBLICAN
STONE,Ernesto,1953/2/6,Alderwood,998-98-8639,MALE,420,HONEYSUCKLE,1972/4/7,REPUBLICAN
BLOMBERG,CHRISTIAN,1933/12/9,Alderwood,591-42-3090,MALE,1932,BOBTAIL,1972/4/8,REPUBLICAN
SANQUIST,Florence,1951/9/26,ALASKA,653-23-7809,FEMALE,721,CHARTREUX,1972/4/8,REPUBLICAN
SLONE,CHARLES,1950/5/14,Oregon,494-75-2864,MALE,3892,GINGER,1972/4/8,REPUBLICAN
BAGLEY,Gordon,1953/4/14,VERMONT,645-75-5545,MALE,159,CORALBERRY,1972/4/9,REPUBLICAN
CHENAULT,MACKENZIE,1950/5/15,MARYLAND,942-83-1993,FEMALE,277,TIFFANY,1972/4/9,REPUBLICAN
POEPPEL,MARGARET,1953/2/8,TENNESEE,788-58-8720,FEMALE,291,HAVANESE,1972/4/9,REPUBLICAN
MACLELLAN,JOSEPH,1950/5/16,Alderwood,262-39-1118,MALE,76,COLLIE,1972/4/10,INDEPENDENT
NOONAN,Helene,1951/9/28,Alderwood,763-44-2255,FEMALE,518,ROSEHIP,1972/4/10,REPUBLICAN
WESTER,CARTER,1954/4/15,ILLINOIS,783-69-9905,MALE,36,AIREDALE,1972/4/10,REPUBLICAN
GALLEGOS,DOROTHY,1950/5/17,Alderwood,437-58-6305,FEMALE,267,CORGI,1972/4/11,DEMOCRAT
KELLY,Isaac,1950/5/17,Alderwood,314-16-1345,MALE,165,SUNSET,1972/4/11,REPUBLICAN
LINDENMEIER,ALLISON,1953/4/16,Oregon,368-09-4532,FEMALE,35,ROSEMARY,1972/4/11,INDEPENDENT
GUILLEN,Joyce,1951/9/30,Utah,371-24-0149,FEMALE,555,NINETEENTH ,1972/4/12,REPUBLICAN
PARKS,CASPER,1950/5/18,ALABAMA,855-84-4618,MALE,283,JAVANESE,1972/4/12,DEMOCRAT
WAGONER,JOSEPH,1953/2/11,VERMONT,663-29-9989,MALE,120,JAVANESE,1972/4/12,DEMOCRAT
BIAGGI,BETH,1950/5/19,Alderwood,748-89-7017,FEMALE,1729,TWELVTH,1972/4/13,DEMOCRAT
HOPKINS,Kirk,1953/2/12,MEXICO,492-04-5009,MALE,410,OLIVE,1972/4/13,REPUBLICAN
WRIGHT,JENNA,1953/2/12,ARKANSAS,524-91-8481,FEMALE,193,BASENJI,1972/4/13,DEMOCRAT
JAHNKE,BRAD,1947/8/24,Alderwood,705-42-1402,MALE,1428,CHARTREUX,1972/4/14,DEMOCRAT
JOHNSTON,JEFF,1953/4/19,Alderwood,910-86-2424,MALE,2415,CROWBERRY,1972/4/14,DEMOCRAT
LOWRY,Leslie,1953/2/13,Oregon,334-46-3598,FEMALE,3760,SIAMESE,1972/4/14,INDEPENDENT
MATSON,FAITH,1951/10/3,Alderwood,919-82-7255,FEMALE,322,BROOM,1972/4/15,DEMOCRAT
RATHBONE,CARRIE,1949/1/6,Idaho,094-34-3366,FEMALE,31,PETERBALD,1972/4/15,DEMOCRAT
STRITTMATTER,Michael,1953/4/20,Alderwood,772-38-9633,MALE,987,PAWPAW,1972/4/15,DEMOCRAT
ESLINGER,KELVIN,1933/12/17,ARIZONA,189-75-0922,MALE,257,BARBERRY,1972/4/16,DEMOCRAT
FOX,DONALD,1950/5/22,Alderwood,864-20-6371,MALE,875,NINETEENTH ,1972/4/16,REPUBLICAN
MUCHA,Nadine,1951/10/4,Oregon,056-74-3738,FEMALE,126,HOLLY,1972/4/16,DEMOCRAT
BUCK,PAIGE,1954/4/22,Alderwood,793-45-3938,FEMALE,1239,ROSEMARY,1972/4/17,REPUBLICAN
GREGG,CAROLINE,1950/5/23,Washington,752-54-2004,FEMALE,1621,SELKIRK,1972/4/17,REPUBLICAN
UPTON,Oscar,1949/1/8,ARIZONA,754-12-3462,MALE,351,BARREL,1972/4/17,DEMOCRAT
FLYNN,Patty,1949/1/9,Utah,111-30-7546,FEMALE,950,NINTH,1972/4/18,DEMOCRAT
STANSBURY,ROD,1951/10/6,Alderwood,362-05-5769,MALE,1260,FOURTEENTH,1972/4/18,REPUBLICAN
WHARTON,DENNIS,1953/2/17,Alderwood,363-32-9036,MALE,224,PHEASANT,1972/4/18,REPUBLICAN
BOBROWSKI,Rafael,1949/1/10,Alderwood,875-47-6356,MALE,303,CHIHUAHUA,1972/4/19,DEMOCRAT
BOND,KATY,1950/5/25,Alderwood,638-41-4125,FEMALE,784,WASHINGTON,1972/4/19,REPUBLICAN
PATTON,MAKAYLA,1950/5/25,Alderwood,010-63-5955,FEMALE,86,CHERRY,1972/4/19,REPUBLICAN
AUG,Sandy,1951/10/8,Alderwood,988-06-0325,FEMALE,3136,SCHNAUZER,1972/4/20,REPUBLICAN
FULTON,PATRICK,1953/2/19,Utah,253-29-8999,MALE,181,SUNFLOWER,1972/4/20,REPUBLICAN
KIMERLING,WAYNE,1933/12/21,Alderwood,415-87-2372,MALE,1837,WOLFHOUND,1972/4/20,REPUBLICAN
BROWN,Tony,1950/5/27,Alderwood,762-85-8784,MALE,1194,MUM,1972/4/21,REPUBLICAN
HARVEY,BONNIE,1950/5/27,Montana,728-62-7534,FEMALE,31,WASHINGTON,1972/4/21,REPUBLICAN
SLIGER,CYNTHIA,1951/10/9,VERMONT,891-41-8386,FEMALE,270,DALMATIAN,1972/4/21,REPUBLICAN
GAUGLITZ,NEAL,1953/2/21,Alderwood,957-58-7845,MALE,2800,LAUREL,1972/4/22,REPUBLICAN
LINDBERG,DONOVAN,1950/5/28,Alderwood,844-80-4342,MALE,259,MAIN,1972/4/22,REPUBLICAN
MAKI,Valerie,1933/12/23,Alderwood,891-96-8440,FEMALE,555,SEVENTH,1972/4/22,REPUBLICAN
DE,Alex,1953/2/22,Alderwood,474-15-3530,MALE,760,SAFFLOWER,1972/4/23,REPUBLICAN
WARNER,NATALIE,1951/10/11,Alderwood,889-58-1161,FEMALE,1145,SNOWSHOE,1972/4/23,INDEPENDENT
WEEMS,William,1949/1/14,Alderwood,063-11-7944,MALE,3367,ARROWOOD,1972/4/23,REPUBLICAN
AVEDOVECH,Bonnie,1950/5/30,ALASKA,878-89-0659,FEMALE,43,ANGORA,1972/4/24,INDEPENDENT
FLORES,Andrea,1933/12/25,TENNESEE,060-19-4428,FEMALE,65,SUMAC,1972/4/24,REPUBLICAN
MAYNARD,MIKE,1953/2/23,Idaho,593-92-5135,MALE,160,TIFFANY,1972/4/24,DEMOCRAT
BACHMANN,Charley,1954/4/30,Montana,862-27-9889,MALE,46,MALAMUTE,1972/4/25,DEMOCRAT
BRIKOTNINA,KIMBERLY,1951/10/13,Washington,306-53-8342,FEMALE,148,LAUREL,1972/4/25,DEMOCRAT
OCAMPO,Barry,1950/5/31,INDIANA,387-46-2855,MALE,17,CRANBERRY,1972/4/25,REPUBLICAN
DANG,Danielle,1949/1/17,Oregon,438-40-0190,FEMALE,3193,HONEYSUCKLE,1972/4/26,DEMOCRAT
TARR,Chantal,1954/5/1,ARIZONA,934-34-8828,FEMALE,371,HONEYSUCKLE,1972/4/26,REPUBLICAN
WARREN,SCOTT,1935/5/11,KENTUCKY,465-83-9009,MALE,425,KEESHOND,1972/4/26,DEMOCRAT
GARNER,BECKY,1950/6/2,Alderwood,887-09-4416,FEMALE,1517,PAPILION,1972/4/27,DEMOCRAT
HIBLER,Dean,1953/5/2,California,182-91-1911,MALE,58,SPRUCE,1972/4/27,INDEPENDENT
LINNEN,Earl,1950/6/2,Alderwood,961-24-5886,MALE,1946,TERRIER,1972/4/27,DEMOCRAT
BAILEY,Erin,1950/6/3,ILLINOIS,125-31-9567,FEMALE,76,PINE,1972/4/28,DEMOCRAT
LEPEL,THOMAS,1950/6/3,ARIZONA,274-58-5567,MALE,1369,FOURTH,1972/4/28,DEMOCRAT
TAIRA,Frances,1950/6/3,ARIZONA,734-57-7984,MALE,73,RAGDOLL,1972/4/28,DEMOCRAT
ASTLEY,Felix,1953/2/28,Alderwood,312-32-5328,MALE,406,FIFTH,1972/4/29,DEMOCRAT
CAMPBELL,REBECAH,1935/5/14,Alderwood,680-11-4762,FEMALE,3052,HONEYSUCKLE,1972/4/29,REPUBLICAN
HO,Gaston,1953/2/28,MEXICO,892-87-8378,MALE,248,TENTH,1972/4/29,DEMOCRAT
BALLINGER,Hermine,1950/6/5,Montana,074-34-4208,FEMALE,100,TERRIER,1972/4/30,REPUBLICAN
GORE,Gabrielle,1953/5/5,RHODE ISLAND,403-80-3814,FEMALE,173,PAPILION,1972/4/30,DEMOCRAT
WELCH,STEVEN,1953/3/1,Alderwood,918-22-8593,MALE,1449,SCOTTISH,1972/4/30,REPUBLICAN
CHOI,Ivan,1934/1/1,Montana,881-05-9949,MALE,95,ABYSSINIAN,1972/5/1,REPUBLICAN
COONELLY,Humberto,1951/10/19,Alderwood,043-40-1152,MALE,2142,HAWTHORN,1972/5/1,DEMOCRAT
LARSON,KELLY,1951/10/19,California,866-82-2326,FEMALE,127,ASTER,1972/5/1,REPUBLICAN
ENLOE,Jeanne,1951/10/20,California,744-64-2104,FEMALE,119,SWEET PEA,1972/5/2,REPUBLICAN
EWALD,RICHARD,1950/6/7,Alderwood,405-05-1781,MALE,857,ANGORA,1972/5/2,REPUBLICAN
RIEMATH,Ingrid,1934/1/2,Washington,627-16-6515,FEMALE,108,GREYHOUND,1972/5/2,DEMOCRAT
BUCHANAN,ANGELA,1951/10/21,Alderwood,395-69-3359,FEMALE,1708,ANGORA,1972/5/3,REPUBLICAN
ECKERT,Karl,1953/3/4,Alderwood,663-27-4948,MALE,882,AKITA,1972/5/3,REPUBLICAN
WHITE,Jerry,1954/5/8,NORTH CAROLINA,529-35-7020,MALE,111,ROSEMARY,1972/5/3,REPUBLICAN
FERRIS,Karen,1951/10/22,ARIZONA,893-67-8681,FEMALE,1310,AKITA,1972/5/4,REPUBLICAN
HILL,WILLIAM,1949/1/25,Alderwood,003-65-7430,MALE,3458,NINETEENTH ,1972/5/4,REPUBLICAN
SMITH,Lisa,1951/10/22,MEXICO,574-61-2683,FEMALE,765,HIMALAYA,1972/5/4,REPUBLICAN
BONNETT,Lorenzo,1950/6/10,California,336-21-0423,MALE,145,CRANBERRY,1972/5/5,REPUBLICAN
COLGAN,Matthew,1953/3/6,Alderwood,435-07-2109,MALE,1412,BUFFALOBERRY,1972/5/5,REPUBLICAN
ELIAS,MICHELLE,1950/6/10,Utah,441-89-9689,FEMALE,775,KINNIKINICK,1972/5/5,REPUBLICAN
GLUKHOV,Nicole,1951/10/24,Oregon,061-71-6089,FEMALE,3073,TIFFANY,1972/5/6,REPUBLICAN
SMALL,ROBERT,1953/3/7,Utah,966-82-3453,MALE,199,ROSEMARY,1972/5/6,INDEPENDENT
WEND,Melissa,1953/3/7,Alderwood,339-20-2923,FEMALE,404,ANGORA,1972/5/6,REPUBLICAN
BARTON,Noel,1950/6/12,Oregon,666-77-0392,FEMALE,1624,SIBERIAN,1972/5/7,REPUBLICAN
BECK,AMY,1954/5/12,Montana,928-19-0666,FEMALE,13,BIRCH,1972/5/7,DEMOCRAT
IWAN,Otto,1935/5/22,Utah,955-18-5383,MALE,175,TWELVTH,1972/5/7,INDEPENDENT
BIANGASSO,Paula,1950/6/13,Washington,591-74-4197,FEMALE,622,BROOM,1972/5/8,DEMOCRAT
JACKSON,Olga,1950/6/13,Alderwood,931-39-2668,FEMALE,2814,SASKATOON,1972/5/8,REPUBLICAN
MOORE,KENNETH,1950/6/13,Alderwood,003-97-1085,MALE,2632,SNOWBERRY,1972/5/8,DEMOCRAT
BLEVINS,MELISSA,1950/6/14,Alderwood,256-07-8358,FEMALE,2912,CORNISH,1972/5/9,DEMOCRAT
KUGA,Pablo,1953/3/10,Alderwood,932-95-1194,MALE,1085,BEARBERRY,1972/5/9,REPUBLICAN
YOUNG,Richard,1950/6/14,Alderwood,119-12-6645,MALE,1765,BITTEROOT,1972/5/9,DEMOCRAT
RUSSELL,JEFFERY,1950/6/15,California,010-72-9623,MALE,121,SEVENTH,1972/5/10,DEMOCRAT
TESKY,Rebekah,1950/6/15,Idaho,984-82-3987,FEMALE,186,SOMALI,1972/5/10,INDEPENDENT
WEBBER,Shary,1935/5/25,Alderwood,898-01-2579,FEMALE,3087,SCOTTISH,1972/5/10,DEMOCRAT
ECKERT,Tomas,1953/3/12,Alderwood,107-15-8483,MALE,1049,ELEVENTH,1972/5/11,DEMOCRAT
GORBY,HEATHER,1950/6/16,Alderwood,021-83-2005,MALE,849,CRANBERRY,1972/5/11,DEMOCRAT
SMITH,Sebastien,1954/5/16,Oregon,492-14-6926,MALE,223,FIRST ,1972/5/11,DEMOCRAT
BROWN,Tanya,1949/2/2,Idaho,949-81-0160,FEMALE,224,HAWTHORN,1972/5/12,DEMOCRAT
CHAVEZ,Virginie,1951/10/30,Alderwood,052-17-7330,FEMALE,3353,BALINESE,1972/5/12,DEMOCRAT
SACKSTEDER,CHRISTOPHER,1950/6/17,Alderwood,925-97-0265,MALE,231,JUNIPER,1972/5/12,REPUBLICAN
BONNER,Van,1950/6/18,ARIZONA,708-54-9386,MALE,234,DOGWOOD,1972/5/13,DEMOCRAT
CREIM,STEPHANIE,1951/10/31,Utah,794-82-3338,FEMALE,1105,BASENJI,1972/5/13,REPUBLICAN
KIM,Walter,1942/4/1,Alderwood,360-08-3183,MALE,3318,TIFFANY,1972/5/13,REPUBLICAN
GIES,JOHN,1949/2/4,Washington,653-71-1763,MALE,370,PERSIAN,1972/5/14,REPUBLICAN
MCELHANEY,Wendy,1950/6/19,Alderwood,301-82-6033,FEMALE,1596,ARROWOOD,1972/5/14,DEMOCRAT
SODERQUIST,Arlene,1951/11/1,Alderwood,100-97-8772,FEMALE,168,BEARBERRY,1972/5/14,REPUBLICAN
ARMSTRONG,LAUREN,1950/6/20,Idaho,725-34-4317,MALE,130,BOXER,1972/5/15,REPUBLICAN
HU,Bret,1949/2/5,Alderwood,669-51-1998,MALE,98,COON,1972/5/15,REPUBLICAN
SNYDER,Arthur,1953/3/16,MEXICO,096-19-9497,MALE,53,PALMETTO,1972/5/15,DEMOCRAT
CERNA,Bertha,1950/6/21,Alderwood,011-89-2158,FEMALE,280,THIRD,1972/5/16,REPUBLICAN
GADD,BRIAN,1951/11/3,Montana,043-48-1411,MALE,34,CHOWCHOW,1972/5/16,REPUBLICAN
SMITH,Cindy,1950/6/21,Alderwood,624-37-9677,FEMALE,1144,SWEET PEA,1972/5/16,REPUBLICAN
CONLEY,Cristobal,1934/1/17,Alderwood,711-86-9149,MALE,1113,CHOWCHOW,1972/5/17,REPUBLICAN
JOHNSON,Dennis,1953/3/18,Alderwood,831-57-7017,MALE,826,PERSIMMON,1972/5/17,REPUBLICAN
NYBERG,NICOLE,1953/3/18,Utah,524-46-3015,FEMALE,174,PIXIE,1972/5/17,REPUBLICAN
COX,JASON,1953/3/19,Alderwood,820-10-8298,MALE,1442,OAK,1972/5/18,REPUBLICAN
MORASCH,Dolly,1951/11/5,Utah,248-69-9536,FEMALE,58,ASIAN,1972/5/18,REPUBLICAN
WILLIAMS,Emily,1954/5/23,Oregon,955-07-2391,FEMALE,1294,SEVENTEENTH,1972/5/18,REPUBLICAN
JONES,Franklin,1950/6/24,NEW YORK,984-02-5609,MALE,78,MALAMUTE,1972/5/19,REPUBLICAN
MAHON,Edouard,1953/3/20,Washington,467-72-9236,MALE,75,KEESHOND,1972/5/19,REPUBLICAN
WALKER,AMANDA,1935/6/3,Alderwood,994-43-0289,FEMALE,3472,TWENTIETH,1972/5/19,INDEPENDENT
BROWN,Gert,1950/6/25,Wyoming,593-12-6652,FEMALE,450,BUTTONWOOD,1972/5/20,INDEPENDENT
MILLER,Fay,1951/11/7,Oregon,875-63-8973,FEMALE,2029,SNOWBERRY,1972/5/20,REPUBLICAN
TRUE,SCOTT,1945/1/2,Alderwood,142-66-5890,MALE,31,BEAGLE,1972/5/20,DEMOCRAT
AFABLE,Gustav,1953/3/22,Montana,404-87-5289,MALE,89,LOCUST,1972/5/21,REPUBLICAN
DAVIS,Harvey,1950/6/26,Alderwood,863-85-5470,MALE,553,PETERBALD,1972/5/21,DEMOCRAT
